full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
"@idextratime @bliblidotcom secara keseluruhan permainan timnas kita udah bagus. cuma yang perlu di perbaiki lagi cuma di bagian striker, gelandang, bek dan kiper aja.. selain itu udah bagus mainnya.",permainan timnas bagus perbaiki striker gelandang bek kiper bagus mainnya,Negatif,0.04417962,0.6663335,0.2894869
"@gery_nasan setuju gua bang, terharu bgt bisa liat timnas mainnya rapi bgt apalagi babak pertama, kek ga nyangka ini timnas nih main kek gini?"" saking dlu sering bgt liat klo main asal crossing. indonesia udh the next level sih, levelnya udh asia bukan asean lgi""",nasan setuju gua bang terharu banget lihat timnas mainnya rapi banget babak kayak menyangka timnas main kayak saking banget lihat main crossing indonesia the next level levelnya asia asean,Negatif,0.02106297,0.5626893,0.41624776
"Ucapan terima kasih Coach Shin Tae-yong untuk Timnas Indonesia di laga 16 besar vs Australia.    STY singgung gol bundir Elkan Baggot. Tapi Asnawi, Shayne, Struick, Ernando cs mainnya tak juga buruk!  #BeritainBola #AsianCup2023 #PialaAsia2023 #TimnasIndonesia #TimnasDay #STYSTAY https://t.co/GgoPcG9RSq",ucapan terima kasih coach shin taeyong timnas indonesia laga besar-besar vs australia sty singgung gol bundir elkan baggot asnawi shayne struick ernando cs mainnya buruk,Positif,0.05011211,0.21729477,0.7325932
"@MafiaWasit Psti bnyak yg kegocek  Tpi klo flashback make format edisi sblm'nya, timnas kita mentok di grup jg soalnya g make peringkat 3 terbaik 🤭 Tpi congrats buat timnas td, walaupun kalah mainnya bs ngasih perlawanan ke Australi""",kegocek flashback memakai format edisi timnas mentok grup memakai peringkat terbaik congrats timnas kalah mainnya mengasih perlawanan australi,Negatif,0.0908306,0.5305236,0.37864587
"Cok timnas udah kalah anjggg, mainnya kapan😭",cok timnas kalah anjggg mainnya,Negatif,0.16842721,0.6638014,0.16777141
"Gapapa ini mainnya udah lebih baik kok, timnas cuma butuh finishing hebat aja sama harus lebih tenang lagi pas pegang bola.",gapapa mainnya timnas butuh finishing hebat tenang pas pegang bola,Netral,0.41468832,0.23529454,0.35001716
"@ainurohman saya td nonton live streaming, gila gue kira pertandingan klub luar apa gitu, taunya itu timnas, mainnya udah berubahz gak grasak grusuk lg, perlahan2 udah mulai rapi, berani pegang bola, semoga selalu kek gini timnas mainnya atau klo bisa lebih bagus lg",menonton live streaming gila gue pertandingan klub apa-apa taunya timnas mainnya berubahz grasak grusuk perlahan rapi berani pegang bola semoga kayak timnas mainnya bagus,Positif,0.06037502,0.42255175,0.5170732
@barcastuff_idn Kecocokannya 50:50 ini. Flick di timnas Jerman sangat possession tapi minim gol karena kebanyakan muter + gak punya striker tajam. Di Bayern mainnya lebih direct + gegenpressing karena gelandang sama fullback cover areanya luas.,idn kecocokannya flick timnas jerman possession minim gol kebanyakan muter striker tajam bayern mainnya direct gegenpressing gelandang fullback cover areanya luas,Positif,0.09033532,0.15612349,0.7535412
"terimakasih sudah berjuang , kami bangga , liat timnas main skrang excited banget krna mainnya udh bgus bgt dan udah kuat utk ngelawan negara² besar, semoga cepat kita bisa main di piala dunia, aamiinn.  #STYSTAY  #FORZAGARUDA",terimakasih berjuang bangga lihat timnas main excited banget mainnya bagus banget kuat melawan negara besar-besar semoga cepat main piala dunia aamiinn,Positif,0.0030365852,0.09177909,0.90518427
Terima kasih timnas kami bangga Mainnya bagus walaupun harus kalah  #TimnasIndonesia https://t.co/10bwQ8Afks,terima kasih timnas bangga mainnya bagus kalah,Positif,0.0020567498,0.042663474,0.95527977
"liat highlite nya di Yt benenrya timnas Indonesia gak jelek2 amat mainnya, tp finishingnya yg jelek.. dan tentu saja masih kalah kelas sama Australia..",lihat highlite yt benenrya timnas indonesia jelek mainnya finishingnya jelek kalah kelas australia,Negatif,0.005552081,0.9850957,0.009352171
"asnawi kan dari dulu mainnya modal semangat sama ngeyel doang, tapi timnas udah ga butuh karena udah ada yang lebih ngeyelnya berkelas, yaitu Hubner",asnawi mainnya modal semangat ngeyel doang timnas butuh ngeyelnya berkelas hubner,Negatif,0.35079902,0.5502619,0.09893907
@a_celup sama tp gpp tadi timnas mainnya udah bagus,celup enggak apa-apa timnas mainnya bagus,Positif,0.012592936,0.28645477,0.70095235
"Mainnya udah bagus bgt semenjak dipegang Shin Tae Yong, walaupun kalah tapi jelas ada kemajuan pesat di squad timnas sekarang. Kontrak STY harus diperpanjang!",mainnya bagus banget semenjak dipegang shin tae yong kalah jelas-jelas kemajuan pesat squad timnas kontrak sty diperpanjang,Positif,0.00080037094,0.06480653,0.93439317
"Apresiasi setinggi-tingginya buat pemain, pelatih, dan seluruh official Timnas Indonesia di #AsianCup2023   Mainnya udah keren banget, tinggal dipoles terus dan pertahanin pelatih.",apresiasi setinggitingginya pemain pelatih official timnas indonesia mainnya keren-keren banget tinggal dipoles pertahanin pelatih,Positif,0.00042250165,0.022721948,0.9768555
"@tirta_cipeng piala asia kali ini selain timnas mainnya apik, cipeng dapat temen baru dari iraq gara gara eti abu lahab",cipeng piala asia kali timnas mainnya apik cipeng teman iraq gara-gara gara-gara eti abu lahab,Negatif,0.10307443,0.82152444,0.075401165
"Puas bgt liat mainnya. Lumayan bisa ngimbangin dalam hal 'create chances'  Australia cuma 4 on target. Empat-empatnya jadi gol  Siapa yang paling banyak bisa maksimalin peluang, Maka dia lah yang bakal lebih banyak cetak.  📸Com'n Indonesia  #timnas #timnasday #AsianCup2023 https://t.co/R7EkEqsCKA",puas banget lihat mainnya lumayan ngimbangin create chances australia on target empatempatnya gol maksimalin peluang cetak comn indonesia,Positif,0.00052864023,0.029569697,0.9699017
"Walau tersingkir tetep bikin bangga, mainnya gokil abis. Sampai ketemu di Piala Asia 2027  #LAzoneID #SeeThingsDifferently #AFC2024 #Indonesia #Australia #Timnas #TimnasDay #AsianCup2023 https://t.co/VDIbPwYdHo",tersingkir bangga mainnya gila habis ketemu piala asia,Positif,0.1352419,0.39953566,0.46522242
@erickthohir Tolong pertahankan STY ya pak. Saya benar-benar melihat potensi besar timnas Indonesia dibawah binaan STY. Mainnya udah naik kelas jauh banget dibandingkan dulu.,tolong pertahankan sty benarbenar potensi besar-besar timnas indonesia dibawah binaan sty mainnya kelas banget dibandingkan,Negatif,0.06519918,0.5627848,0.37201607
RAYA OUTFIT IDEAS🩶😍  melahirkan tidak dosa arhan asnawi mainnya besok senin nissan stadium piala dunia bakpia gamon australia struick enhypen cisauk timnas day lucas elkan bradley permainan bung towel rony parulian,raya outfit ideas melahirkan dosa arhan asnawi mainnya besok senin nissan stadium piala dunia bakpia gamon australia struick enhypen cisauk timnas day lucas elkan bradley permainan towel rony parulian,Netral,0.69548345,0.21321388,0.0913026
"@The_RedsIndo Jersey yang dipake Liverpool vs Norwich, sama-sama pake baju merah-merah vs kuning-ijo, nah andaikan timnas Indonesia tadi vs australia mainnya sama kaya Liverpool begini, nah Indonesia itu Liverpool merah-merah, Australia itu Norwich pake baju kuning-ijo.. aaah andaikan begini😭",redsindo jersey dipakai liverpool vs norwich samasama pakai baju merahmerah vs kuningijo andaikan timnas indonesia vs australia mainnya kayak liverpool indonesia liverpool merahmerah australia norwich pakai baju kuningijo aaah andaikan,Negatif,0.13801444,0.7642886,0.09769694
"timnas mainnya jelek, udah itu aja",timnas mainnya jelek,Negatif,0.029554334,0.8858812,0.084564514
"@__minchoitabin ga ada yg bilang pdhl yg hujat arhan semua fans shayne ,punten ya mba zainab 😂😂😂  saya mah dukung semua pemain timnas yg mainnya dijalan yg benar,bkn cm arhan,ga benci jg sm shayne ,mlh seneng mereka berdua akur bgt",minchoitabin bilang-bilang hujat arhan fan shayne punten mbak zainab mah dukung pemain timnas mainnya dijalan benarbkn arhanga benci shayne senang berdua akur banget,Positif,0.04207308,0.28311834,0.6748086
"Istana Senggol SBY dan Megawati, Timnas AMIN Sindir Jokowi: Emang Boleh Korbankan Negara untuk Kepentingan Anaknya?  Ini Indonesia Mainnya Terong Arhan Asnawi Struick Shayne Ernando Elkan Australia Liga 1  #AsianCup2023📷 #TimnasDay #BandungLautanAmin https://t.co/dz6hHR4cs9",istana senggol surabaya megawati timnas amin sindir jokowi korbankan negara kepentingan anaknya indonesia mainnya terong arhan asnawi struick shayne ernando elkan australia liga,Negatif,0.07799656,0.7900385,0.13196489
"Sayang Timnas Indonesia kalah, padahal mainnya udah bagus tuh.",sayang timnas indonesia kalah mainnya bagus,Positif,0.08589076,0.41397902,0.50013024
@Info_SerieA Bahkan timnas primavera aja gk kaya gini mainnya 😁,seriea timnas primavera kayak mainnya,Negatif,0.05189149,0.90042543,0.047683105
"@bahaspemainbola @erickthohir Sejak main di piala asia timnas Indonesia, baru malam ini mainnya sangat kerenn",main piala asia timnas indonesia malam mainnya keren,Netral,0.9029185,0.065157086,0.031924427
"@budibongg Kalah menang biasa uncle, tapi tadi mainnya timnas sungguh luar biasa, walaupun kalah tali saya tetep bangga sama Timnas Indonesia🥰",kalah menang uncle mainnya timnas sungguh kalah tali bangga timnas indonesia,Negatif,0.2398801,0.38678598,0.3733339
"Seumur-umur nonton timnas, gw rasa di #AsianCup2023 ini yang mainnya paling baik. Lawan raksasa Asia tapi tetap main terbuka, berani build-up dari bawah, nggak ngandelin long pass mulu.",seumurumur menonton timnas gue mainnya lawan raksasa asia main terbuka berani buildup ngandelin long pas mulu,Negatif,0.2613944,0.4776849,0.26092073
"Meski Tersingkir dari Babak 16 Besar, Permainan Timnas Kontra Australia Banjir Sanjungan  https://t.co/pnzpxFOHl4 #TimnasDay #AsianCup2023 #Mainnya #Asnawi #Shayne #Struick #Elkan #STYSTAY",tersingkir babak besar-besar permainan timnas kontra australia banjir sanjungan,Netral,0.78878516,0.18083976,0.030375028
"Timnas Indonesia mainnya keren banget malem ini, cuma karna 'lucky' nya aja yg hilang 😭💔 suer dah sedih bgt cuyyyy😭🤏🏻",timnas indonesia mainnya keren-keren banget malam lucky hilang suer deh sedih banget cuyyyy,Positif,0.00010858092,0.015376988,0.9845145
"😱 Serius? tadi itu timnas Indonesia? OMG kalian mainnya keren sekali. Sekelas timnas Irak, Jepang, dan Australia mampu diimbangi. Main barusan keren banget. Save Pelatih Shin Tae Yong, @PSSI dan ketum PSSI bapak @Erikthohir wajib tambah kontrak opa legenda Korsel ini #TimnasDay https://t.co/5qMI08WD3b",serius timnas indonesia omg mainnya keren-keren sekelas timnas irak jepang australia diimbangi main barusan keren-keren banget save pelatih shin tae yong ketum pssi wajib kontrak opa legenda korsel,Positif,0.002741364,0.07177635,0.9254822
"kasi tau gua mana pemain papua yg dikasi kesempatan di timnas mainnya jelek?  Boaz, Elie Aiboy, Ruben Sanadi, Todd Rivaldo Ferre, Manu Wanggai, titus bonai, kambuaya, patrich wanggai, okto maniani, osvaldo haay  lu bandingin ama nama2 egy, witan, arhan.  JAUH BANGET  KUALITASNYA",kasih gua pemain papua dikasi kesempatan timnas mainnya jelek boaz elie aiboy ruben sanadi todd rivaldo ferre manu wanggai titus bonai kambuaya patrich wanggai okto maniani osvaldo haay lu bandingkan nama-nama egy witan arhan banget kualitasnya,Negatif,0.014615902,0.9596181,0.025765993
"timnas skrg mainnya uda kek eropa euy, ball possession sama build up nya gokil",timnas mainnya kayak eropa euy ball possession build up gila,Negatif,0.10783607,0.5732887,0.31887525
@wahju_wibowo Nah itu kan sudah dijelaskan diatas abroad jika peluang mainnya cukup besar. Kalau dari saya gini:  dengan pemain bagus abroad &gt  klub2 lokal mau gamau produksi pemain bagus lagi &gt  pembinaan jalan &gt  liga kualitas meningkat &gt  timnas meningkat &gt  repeat,wibowo diatas abroad peluang mainnya besar-besar pemain bagus abroad klub lokal enggak mau produksi pemain bagus pembinaan jalan liga kualitas meningkat timnas meningkat repeat,Negatif,0.03395173,0.5116719,0.4543763
mainnya timnas cakep bgt kek han so hee,mainnya timnas cakep banget kayak han sok hee,Negatif,0.006556314,0.89006567,0.10337807
@MINULin00s makanya gua berharap sty diperpanjang erik tohir. nanti keren nul ada tambahan 4 org buat masuk timnas pada bagus2 lg mainnya ada yg bekas pildun. buat persiapan maret nanti indo pasti lebih mateng lg,gua berharap sty diperpanjang erik tohir keren-keren nul tambahan orang masuk timnas bagus mainnya bekas pildun persiapan maret indonesia mateng,Negatif,0.017451221,0.8776038,0.10494493
"@labiebsadat Baru kali ini ntn timnas kalah tp gak nyesek, mainnya bagus.",kali menonton timnas kalah menyesak mainnya bagus,Negatif,0.09372492,0.51559466,0.39068037
alasan tetap bahagia walau timnas kalah:  nobar spesial 🤝 timnas mainnya bagus,alasan bahagia timnas kalah menonton bareng spesial timnas mainnya bagus,Positif,0.022320254,0.28550777,0.692172
"Tadi nonton bentr dan mainnya udah ok sihh, terimakasih timnas",menonton bentr mainnya ok terimakasih timnas,Netral,0.5792839,0.2998231,0.12089293
"@ainurohman 90 + nonton timnas main, bener2 seru. Level permainannya benar2 meningkat. Dgn ini sy pribadi optimis menyongsong lanjutan kualifikasi piala dunia. Babak pertama mainnya bener2 asik ditonton sayangnya kebobolan 2 gol.",menonton timnas main seru level permainannya benar-benar meningkat pribadi optimis menyongsong lanjutan kualifikasi piala dunia babak mainnya asik ditonton sayangnya kebobolan gol,Positif,0.05929557,0.45117903,0.48952544
"Timnas Indonesia udah bagus mainnya. Di 5 menit terakhir, udah lemes. Passing dah bagus. Pertahanan ga ngasal. Mental fighting masih ada. Cuma emang Australia menang kualitas.  Gapapa. Jadi pembelajaran di WCQ.  #STYstay",timnas indonesia bagus mainnya menit lemes passing deh bagus pertahanan ngasal mental fighting australia menang kualitas gapapa pembelajaran wcq,Positif,0.012951634,0.39036813,0.59668034
"Emang timnas paling bisa bikin fansnya patah hati Sebelum match udh ikhlas kalah, tiba2 mainnya keren banget, cuma apesnya malah kalah 0-4 😂",timnas fansnya patah hati-hati match ikhlas kalah mainnya keren-keren banget apesnya kalah,Positif,0.000375774,0.017851936,0.9817723
"@FandomID_ banyak sih,menurut gue:  1. jangan nunggu bola 2. harus lebih tenang 3. berfikir cepat dalam eksekusi 4. fokus   itu saran gue sih untuk timnas, secara teknik mainnya oke",sihmenurut gue jangan-jangan menunggu bola tenang berpikir cepat eksekusi fokus saran gue timnas teknik mainnya oke,Negatif,0.05855202,0.6629019,0.27854604
"Keren timnas hari mainnya, cuman kurang lucknya aja ini #TimnasIndonesia",keren-keren timnas mainnya cuman lucknya,Positif,0.049911253,0.17471017,0.7753786
"Tetep Bangga GARUDA.. bukan hasil yang kami liat, tapi cara main.. Mainnya Timnas sangat dapat dinikmati..  #TimnasDay",bangga garuda hasil lihat main mainnya timnas dinikmati,Netral,0.56775963,0.1444203,0.28781998
@MINULin00s nyampur mostly u22 makanya di afc asian cup indo yg termuda cuy wkkwk. nanti maret buat kualifikasi ke piala dunia 2026 indo vs vietnam. ini aja timnas udah lumayan sekarang gak kyk dulu mainnya cacat,nyampur mostly afc asian cup indonesia termuda cuy wkkwk maret kualifikasi piala dunia indonesia vs vietnam timnas lumayan kayak mainnya cacat,Positif,0.14507909,0.2728274,0.5820935
@Indostransfer GGWP pokoknya all out mainnya timnas,ggwp pokoknya all out mainnya timnas,Netral,0.836497,0.10935233,0.05415071
"Belakangan jarang nonton timnas tapi ternyata mainnya skrang udah bagus, lebih rapih, gak kayak dulu tendang ujung ke ujung doang wkwkw https://t.co/1VzDWgm5pP",jarang menonton timnas mainnya bagus rapi kayak tendang ujung ujung doang wkwkw,Positif,0.041344,0.33836192,0.62029403
Timnas Australia tentu mainnya lebih santai krn praktis lawan Indonesia lebih mudah bagi mereka di banding lawan mereka di fase group.  Catatan statistik : Gol Australia vs Indonesia = Gol mereka di babak kualifikasi. https://t.co/xG4zqU5m8L,timnas australia mainnya santai praktis lawan indonesia mudah banding lawan fase group catatan statistik gol australia vs indonesia gol babak kualifikasi,Netral,0.37697312,0.27838606,0.34464082
"ini bukan timnas Indonesia sih sumpah mainnya keren bgt build up dari bawah, kalah skor ga main grasak grusuk, lawan australia mendominasi lagi keren bgt, minusnya cuma 1 ada towel di Indonesia",timnas indonesia sumpah mainnya keren-keren banget build up kalah skor main grasak grusuk lawan australia mendominasi keren-keren banget minusnya towel indonesia,Positif,0.0017809634,0.059761457,0.9384575
